,RID,ID_da_resposta,setor,setor_id,min_orgao_limpo,ORG_EXERCICIO,min_cod_limpo,QA1,QA2,faixa_etaria,idade,QA4,QB1,QB2,QB3,QB4,QB5,QB6,QB7,QB8,QC1,QC2,QC3,QC4,QC5,QC6,QC7,QC8,QC9,QC10,QC11,QC12,QC13,QD1,QD2,QD3,QD4,QD5,QD6,QE1,QE2,QE3,QE4,QE5,QE6,QE7,QE8,QE9,QE10,QE11,QE12,QE13,QF1,QF2,QF3,QF4,QF5,QF6,QF7,QF8,QF9,QF10,QF11,QG1,QG2,QG3,QG4,QG5,QG6,QG7,QH1,QH2,QH3,QH4,QH5,QI1,QI2,QI2_O,QI3,QI4,QI4_O,QI5,QI6,QI7,QI8,QI9,QI10,QJ1,QJ2,QJ3,QJ4,peso_orgao,aut_2011,cap_2011,part_dom_2011,per_disc_executed_2011,bud_paid_2011,emp_2011,aut1_2017,aut2_2017,aut3_2017,part_dom_2017,pct_respondidos,mean_Aut1_2018,
1253,1253,2586,Productive Development,1,MCTIC-CNPQ,CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO,3,0,2,4,58,2,1,2,4,4,4,1,2,2,4,4,3,2,4,1,4,3,3,3,3,NA,NA,4,4,2,3,3,2,2,2,1,2,2,2,2,2,2,NA,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,4,3,3,3,3,4,4,3,2,2,4,6,1,,2,Ciênc,,1,1,CNPq,1,2,0,4,1,3,3,144,0.35002724,1.771945175,0.354,0.68,1546944923,503,15.58441558,31.57894737,20.52785924,0.161764706,0.114,0.935024636,
1254,1254,4687,Productive Development,1,MCTIC-CNPQ,CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO,3,0,4,4,59,3,4,4,5,4,4,1,3,3,3,4,3,4,4,3,4,4,4,1,1,1,1,5,2,1,4,4,1,2,1,1,1,2,2,2,2,5,5,5,5,5,1,3,1,NA,2,NA,NA,NA,NA,NA,2,4,3,4,4,4,4,4,4,4,2,4,4,6,1,,3,Ciênc,,1,3,CNPq,1,2,0,4,1,1,2,144,0.35002724,1.771945175,0.354,0.68,1546944923,503,15.58441558,31.57894737,20.52785924,0.161764706,0.114,0.935024636,
1255,1255,99,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,0,4,3,49,3,4,3,4,4,3,1,3,3,2,4,4,4,4,4,4,2,4,4,2,3,3,4,3,2,5,2,5,2,1,3,2,3,2,4,3,NA,4,3,2,NA,5,5,1,2,5,3,3,1,1,1,1,5,4,5,3,3,3,4,4,4,4,4,5,3,1,,3,Trans,,1,1,MINISTERIO DA TRANPARENCIA E CONTROLADORIA-,1,1,0,3,1,1,1,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1256,1256,494,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,0,2,3,48,3,4,4,4,4,4,1,4,3,4,4,4,3,4,3,4,2,2,3,1,NA,NA,5,3,1,4,2,NA,4,2,2,3,4,1,3,2,NA,4,3,NA,1,4,4,1,2,5,1,1,1,1,4,2,4,3,NA,4,3,NA,NA,4,4,2,4,4,2,1,,3,Trans,,0,1,Controladoria Regional da UniÃ£o no Estado,0,#NU,0,3,1,1,1,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1257,1257,1118,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,0,2,3,43,3,5,4,4,4,4,1,3,1,2,3,4,3,3,4,4,2,1,3,2,2,2,4,4,2,4,NA,4,2,2,2,3,3,3,3,3,3,3,4,2,3,2,2,1,2,2,2,2,1,1,1,1,4,4,4,3,3,4,4,4,4,2,4,3,3,1,,3,Trans,,0,1,MinistÃ©rio da TransparÃªncia,0,#NU,1,3,1,4,4,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1258,1258,1225,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,1,2,4,58,3,2,2,5,1,4,1,4,4,2,2,2,2,1,2,3,2,3,4,1,2,3,2,2,4,2,2,2,2,3,2,2,1,4,3,3,3,4,2,2,2,3,2,1,4,4,1,1,4,1,1,1,2,2,2,2,1,1,1,1,1,3,1,1,2,1,,3,Trans,,1,1,CGU,1,2,0,3,1,3,3,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1259,1259,1742,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,1,2,1,25,2,5,4,5,5,4,1,4,2,3,5,5,5,5,5,5,2,2,4,2,2,4,5,3,1,5,5,5,4,2,3,4,5,4,4,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,5,5,NA,5,2,5,5,1,1,,2,Traba,,1,1,Controladoria-Geral da UniÃ£o,0,#NU,0,4,1,1,1,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1260,1260,1998,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,0,2,1,30,2,4,2,5,4,4,1,4,4,4,4,4,4,4,3,4,3,3,3,2,3,3,5,1,2,3,2,4,3,3,3,1,3,3,3,3,3,4,3,3,2,1,5,1,2,5,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,2,4,4,2,1,,3,Trans,,1,1,Secretaria de Controle Interno da PresidÃªn,1,1,0,4,2,1,1,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1261,1261,2070,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,0,2,4,52,3,4,4,5,5,4,1,3,3,2,4,4,3,4,2,4,2,2,3,2,4,3,4,2,2,4,5,4,3,2,2,2,1,2,3,2,2,2,3,2,2,5,4,1,1,5,4,4,2,1,1,2,4,4,4,4,4,3,3,4,4,2,4,3,2,1,,3,Trans,,1,1,CGU,0,#NU,0,4,1,1,1,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1262,1262,2294,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,0,2,1,30,4,4,3,4,4,4,2,4,3,4,5,5,4,4,3,4,2,2,3,1,3,3,4,4,2,4,3,3,1,1,2,2,2,2,2,2,2,3,3,2,2,5,3,1,4,5,1,1,4,2,1,3,4,4,4,5,5,5,5,5,4,3,4,4,2,1,,3,Trans,,1,1,CGU,1,1,0,4,1,2,2,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1263,1263,2433,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,0,2,4,57,4,4,3,5,4,4,1,3,3,4,4,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,2,3,3,1,1,2,2,4,4,4,4,3,3,3,4,3,2,3,4,3,1,,3,Trans,,0,1,Controladoria-Geral da UniÃ£o,0,#NU,0,4,1,1,1,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1264,1264,2686,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,1,2,2,34,3,2,2,5,4,4,1,4,3,4,4,5,4,4,4,5,2,2,4,2,3,4,4,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,4,4,1,4,4,3,3,2,1,1,3,5,5,5,5,5,5,5,4,4,4,4,4,3,1,,3,-oth-,Controladoria Geral,0,1,Controladoria Geral do Estado de Mato Gross,1,1,0,4,3,3,3,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1265,1265,2922,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,0,4,3,50,2,2,1,5,4,4,1,4,3,2,4,4,2,4,2,4,2,4,4,1,1,1,5,4,2,4,2,4,2,4,2,4,4,2,4,2,2,4,4,2,2,5,4,1,2,5,1,1,5,1,3,1,4,4,4,2,2,3,4,5,4,2,2,5,5,1,,3,Trans,,0,1,MinistÃ©rio da TransparÃªncia e Controlador,1,1,0,4,1,1,1,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1266,1266,3074,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,1,2,4,52,3,3,4,4,4,3,2,3,3,3,4,2,3,3,3,3,4,2,4,2,2,3,4,3,2,4,3,3,4,2,4,4,4,2,NA,NA,4,4,4,3,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,4,3,4,3,6,1,,3,Trans,,1,1,CGU,0,#NU,0,4,1,2,2,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1267,1267,3243,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,0,4,2,40,2,4,3,5,3,3,2,4,4,2,4,3,3,3,4,3,2,3,4,2,3,3,5,2,2,5,3,4,2,1,2,2,1,3,2,2,2,3,3,3,2,5,5,1,1,5,5,5,4,2,3,4,2,2,1,3,2,4,4,4,3,2,2,4,3,1,,2,Justi,,1,1,CGU,1,2,0,3,3,2,2,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1268,1268,3244,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,0,1,3,48,2,4,4,5,4,4,1,2,3,4,5,5,5,4,2,2,2,2,4,2,1,3,4,2,4,2,1,2,2,2,4,2,2,2,4,4,4,4,4,4,4,2,4,1,1,3,2,2,4,1,1,1,4,4,4,2,2,2,2,4,2,2,4,3,3,1,,3,Trans,,1,1,controladoria-geral da uniÃ£o,1,2,0,4,3,1,1,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1269,1269,3366,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,1,2,3,45,3,2,4,5,5,3,1,2,3,1,5,2,4,4,2,2,3,2,2,1,1,4,5,5,2,4,3,2,4,1,1,2,2,4,3,3,2,5,5,2,3,4,1,1,1,3,3,1,1,2,3,3,5,4,2,1,1,2,4,NA,3,2,2,4,1,1,,3,Trans,,1,1,Ministerio da Transparencia e Controladoria,0,#NU,0,4,3,1,1,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1270,1270,4624,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,1,2,4,52,4,4,1,5,4,4,1,3,3,2,4,4,2,4,3,4,1,1,3,1,3,2,1,2,2,3,1,2,4,2,2,3,2,4,4,4,2,3,4,2,1,4,5,1,1,5,1,1,1,1,1,1,4,4,4,2,2,4,2,4,2,2,4,3,4,1,,3,Trans,,1,1,PresidÃªncia da RepÃºblica,1,1,0,4,2,2,2,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1271,1271,4657,Core of Government,3,MTF-CGU,CONTROLADORIA-GERAL DA UNIAO,20,0,4,2,31,2,2,2,4,3,3,1,3,4,2,4,3,4,3,2,4,2,2,4,3,1,3,4,2,2,4,4,4,2,2,1,2,2,2,2,2,1,4,4,3,4,3,4,1,1,NA,2,1,3,1,1,4,4,4,4,4,2,2,4,4,4,2,2,3,2,1,,3,Trans,,1,1,Controladoria-Geral da UniÃ£o,0,#NU,0,4,1,1,1,0.117647059,1.568037275,0.783293245,0.197,0.542,4484839638,4694,NA,NA,NA,NA,0.185,0.976377953,
1272,1272,126,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,2,3,43,3,2,1,5,2,4,1,4,2,1,2,2,2,2,2,2,2,3,2,1,4,4,4,2,2,5,4,4,2,3,4,4,2,2,2,3,3,3,3,3,3,4,1,1,1,2,1,1,4,1,3,1,4,4,3,4,4,2,3,2,3,4,4,2,2,1,,3,Justi,,0,1,POLICIA FEDERAL,0,#NU,0,3,1,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1273,1273,174,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,4,3,42,3,2,2,5,2,4,1,3,1,2,2,4,4,4,2,4,2,2,4,2,3,3,4,2,2,5,4,4,1,1,2,1,4,2,2,2,4,4,4,2,4,5,5,2,4,2,1,2,1,1,1,1,4,4,4,4,4,2,2,4,4,1,2,2,4,1,,3,Justi,,1,1,POLÃCIA FEDERAL,1,2,0,3,NA,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1274,1274,327,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,2,1,27,2,4,4,5,2,2,3,2,4,2,4,2,3,2,2,4,3,4,4,2,1,3,5,2,3,4,2,3,4,4,4,2,4,2,2,2,4,2,4,2,4,4,2,1,3,3,1,1,1,1,1,1,2,2,2,2,4,2,2,4,4,2,4,2,1,1,,3,Justi,,0,1,DEPARTAMENTO DE POLICIA FEDERAL,0,#NU,0,4,2,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1275,1275,341,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,2,4,55,2,4,1,5,4,4,1,3,2,2,2,4,4,4,3,4,2,2,4,2,2,2,4,2,4,3,2,2,2,2,2,4,2,2,3,3,3,4,4,3,2,5,1,1,5,5,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,4,2,2,5,1,,3,Justi,,0,1,POLICIA FEDERAL,1,1,0,4,1,3,3,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1276,1276,359,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,1,NA,1,30,3,5,1,5,3,4,1,3,2,1,1,1,1,1,3,4,1,4,3,2,1,3,2,1,5,5,4,3,4,4,3,3,1,2,2,3,2,5,5,3,2,3,2,2,3,2,2,2,3,1,1,1,2,2,3,4,3,3,3,4,2,4,3,2,1,1,,3,Justi,,0,1,PolÃ­cia Federal,0,#NU,0,4,2,3,3,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1277,1277,375,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,1,4,2,31,2,2,1,5,3,4,1,4,2,1,1,1,2,2,2,3,4,2,2,1,4,4,4,2,2,4,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,2,1,1,2,NA,NA,4,4,4,4,3,NA,1,3,4,1,1,,3,Justi,,0,1,Policia Federal,0,#NU,0,3,1,2,2,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1278,1278,376,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,4,2,38,2,2,1,5,1,4,1,3,2,2,2,2,2,2,2,3,2,3,4,2,3,2,3,2,3,4,2,4,2,2,2,4,2,2,4,4,4,4,4,4,4,2,2,1,1,3,1,1,3,1,1,1,2,2,2,2,2,2,2,4,3,2,2,2,3,1,,2,Justi,,1,1,Departamento de Policia Federal,0,#NU,0,4,1,2,3,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1279,1279,408,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,1,2,3,46,2,1,1,5,3,4,1,4,3,2,4,3,3,2,3,4,4,3,4,1,4,NA,4,2,2,5,1,NA,2,2,4,3,3,4,3,3,3,4,4,2,3,4,1,1,1,2,1,1,5,1,1,1,4,2,2,2,2,2,2,5,4,4,4,4,3,1,,2,Justi,,0,1,Policia Federal,1,1,0,4,4,4,4,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1280,1280,525,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,1,2,3,48,2,2,3,4,5,4,1,2,3,4,4,5,NA,4,4,4,2,2,2,2,1,4,2,2,1,5,2,5,1,1,5,5,5,2,3,5,2,5,5,5,5,3,3,2,2,2,5,5,5,1,1,1,2,4,2,2,2,4,4,2,3,1,5,4,4,1,,3,Justi,,0,1,POLICIA FEDERAL,1,2,0,4,3,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1281,1281,639,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,2,2,31,2,4,1,5,3,4,1,4,3,3,4,4,4,3,2,5,1,3,2,2,2,3,5,2,2,5,4,4,2,2,2,3,2,1,1,4,2,3,4,2,5,4,4,1,2,1,1,1,1,2,1,1,4,4,4,3,3,3,3,5,4,3,3,4,3,1,,3,Justi,,0,1,Policia Federal,0,#NU,0,3,1,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1282,1282,655,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,2,3,50,2,2,1,5,2,4,1,4,1,2,2,4,3,3,3,2,2,2,3,1,1,1,2,2,2,5,4,2,2,2,3,2,3,2,3,1,4,3,3,2,1,1,1,1,4,1,1,5,1,2,1,1,4,2,2,2,2,2,2,5,4,2,4,4,3,1,,3,Justi,,0,1,DEPARTAMENTO DE POLICIA FEDERAL,0,#NU,0,3,1,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1283,1283,749,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,2,3,45,3,1,1,5,1,1,3,1,4,1,1,1,1,1,2,4,1,2,2,1,4,4,4,1,5,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,3,3,1,1,1,1,4,1,,3,Justi,,0,1,Policia Federal,0,#NU,0,4,1,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1284,1284,775,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,1,4,4,58,2,4,2,5,1,4,1,4,1,1,1,1,1,2,4,2,1,2,5,1,2,2,2,1,1,5,2,3,1,1,1,3,3,4,4,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,5,5,5,4,4,2,4,3,6,1,,2,Justi,,1,1,POLICIA FEDERAL,0,#NU,0,4,1,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1285,1285,806,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,2,4,52,2,2,1,5,2,4,1,3,2,2,4,2,2,2,2,4,4,4,4,1,1,1,2,3,2,4,2,2,2,1,2,4,1,2,2,1,4,3,4,3,3,5,3,1,1,3,1,1,1,1,1,1,2,2,2,3,3,3,3,4,2,2,2,2,3,1,,3,Justi,,0,1,DEPARTAMENTO DE POLICIA FEDERAL,0,#NU,0,4,1,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1286,1286,830,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,2,3,42,3,2,1,5,2,4,1,4,3,1,1,4,1,2,4,4,2,1,5,1,3,2,3,1,3,5,4,4,5,2,4,4,3,4,4,2,3,4,4,4,1,5,5,1,5,5,1,1,1,1,1,1,4,2,2,4,5,5,5,5,5,2,4,1,3,1,,3,Justi,,0,1,PolÃ­cia Federal,0,#NU,0,4,3,2,2,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1287,1287,845,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,4,3,46,2,2,1,4,4,4,1,4,3,1,1,1,1,1,2,4,3,2,4,2,3,3,3,2,2,4,1,3,5,1,5,5,1,1,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,3,3,3,3,1,1,1,6,1,,3,Justi,,0,1,DEPARTAMENTO DE POLICIA FEDERAL,0,#NU,0,3,1,3,3,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1288,1288,872,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,4,5,65,3,4,2,5,5,4,1,4,1,4,5,4,3,4,3,4,2,3,4,2,2,1,4,2,4,4,2,4,2,4,2,4,2,2,2,4,4,2,4,4,4,1,2,1,1,1,1,1,5,2,1,3,4,2,4,4,4,4,4,4,4,4,4,2,3,1,,3,Justi,,1,1,Policia Federal,0,#NU,0,4,1,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1289,1289,879,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,2,5,72,2,3,2,4,5,4,1,3,3,2,4,3,2,4,4,2,3,1,3,2,3,3,4,2,2,4,3,1,4,2,2,4,3,3,4,3,4,4,4,3,5,4,3,1,1,4,1,1,5,1,1,1,3,4,3,4,3,3,4,4,4,2,4,4,6,3,,3,Justi,,0,4,PF,0,#NU,0,3,3,2,3,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1290,1290,889,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,4,2,38,2,4,2,5,3,4,1,3,3,3,3,4,NA,3,4,4,1,2,5,1,3,3,4,2,2,5,2,4,2,2,2,1,1,2,1,3,3,4,5,4,4,3,2,1,2,2,2,1,2,1,2,2,3,2,3,3,4,3,3,3,2,2,2,3,4,1,,3,Justi,,0,1,POLICIA FEDERAL,0,#NU,0,4,4,3,3,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1291,1291,1001,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,1,NA,2,39,2,1,1,4,3,3,2,3,3,1,1,2,2,3,3,3,3,3,4,2,3,3,3,2,2,4,2,4,2,2,2,2,2,2,3,3,4,3,3,3,4,1,1,1,1,1,1,1,3,1,1,2,2,4,2,2,1,1,1,NA,3,2,2,2,3,1,,3,Justi,,1,1,PolÃ­cia Federal,0,#NU,0,3,1,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1292,1292,1095,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,1,2,3,46,3,4,2,5,4,4,1,4,2,2,4,4,2,3,2,4,1,1,4,2,2,3,5,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,4,4,4,5,5,2,5,5,1,2,2,4,1,1,4,3,3,4,4,4,4,5,5,2,4,5,3,1,,3,Justi,,0,1,POLICIA FEDERAL,0,#NU,0,3,3,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1293,1293,1144,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,2,3,41,4,3,1,5,1,1,2,1,4,1,2,1,2,1,2,4,3,3,3,2,1,3,5,1,4,5,1,4,1,2,2,3,2,4,3,3,3,3,4,3,4,3,3,1,1,1,1,2,1,1,2,3,2,2,2,2,1,1,1,3,2,3,2,1,3,1,,3,Justi,,0,1,Policia Federal,0,#NU,0,4,2,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1294,1294,1148,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,2,3,44,3,2,2,5,2,4,1,4,2,2,1,5,4,2,3,3,2,2,3,2,2,2,3,2,2,4,3,4,2,2,3,2,3,3,3,3,3,3,3,3,3,4,4,1,4,4,4,1,4,1,4,1,3,4,3,4,4,3,4,4,3,3,3,3,5,1,,3,Justi,,0,1,Policia Federal,0,#NU,0,4,1,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1295,1295,1194,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,2,3,42,2,1,1,5,1,4,2,4,2,1,1,1,1,1,2,5,2,2,2,2,3,4,2,2,2,3,2,2,1,2,2,3,4,2,3,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,3,1,,2,Justi,,1,1,DPF,0,#NU,0,2,1,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1296,1296,1236,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,4,3,46,3,2,1,5,1,4,1,4,3,2,2,5,2,2,2,3,4,2,3,1,4,3,4,3,4,5,4,4,2,1,2,2,3,3,4,3,3,3,2,NA,1,1,1,1,1,1,1,5,1,1,1,1,4,4,4,2,2,1,1,5,4,2,2,2,6,1,,3,Justi,,1,1,PolÃ­cia  Federal,0,#NU,0,3,2,1,1,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
1297,1297,1351,Security and Citizenship,4,MJ-PF,DEPARTAMENTO DE POLICIA FEDERAL,13,0,4,3,45,3,4,2,4,3,4,1,4,3,2,3,4,3,3,3,3,2,2,4,2,2,3,4,2,2,4,1,4,2,4,4,2,2,3,4,4,2,4,3,4,3,4,3,1,2,2,2,2,5,1,2,1,2,4,4,4,3,4,4,3,3,4,4,2,5,1,,3,Justi,,0,1,POLICIA FEDERAL,1,1,0,4,3,3,3,218.796875,0.990654325,1.189260025,0.139,0.3,4700726788,13995,14.40329218,0,18.90208575,0.114548803,0.708,0.850253035,
